AIRLINE,ORG_AIR,1,2,3,4,5,6,7,8,9,11,12,All
AA,ATL,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
AA,DEN,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4
AA,DFW,8.0,33.0,13.0,4.0,8.0,7.0,1.0,2.0,1.0,3.0,6.0,86
AA,IAH,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
AA,LAS,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
AA,LAX,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,11
AA,MSP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3
AA,ORD,0.0,7.0,1.0,5.0,2.0,4.0,3.0,3.0,0.0,6.0,4.0,35
AA,PHX,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4
AA,SFO,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
AS,ATL,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0
AS,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AS,DFW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AS,IAH,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0
AS,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AS,LAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AS,MSP,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0
AS,ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AS,PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AS,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
B6,DEN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
B6,DFW,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
B6,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
B6,LAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
B6,ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
B6,PHX,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0
B6,SFO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DL,ATL,6.0,10.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,28
DL,DEN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DL,DFW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DL,IAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DL,LAS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DL,LAX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DL,MSP,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
DL,ORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
DL,PHX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DL,SFO,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
EV,ATL,1.0,6.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,18
EV,DEN,2.0,2.0,0.0,1.0,0.0,1.0,,,,,,6
EV,DFW,2.0,4.0,6.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,4.0,27
EV,IAH,1.0,4.0,2.0,4.0,12.0,7.0,1.0,3.0,0.0,1.0,1.0,36
EV,MSP,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6
EV,ORD,2.0,10.0,3.0,4.0,4.0,10.0,2.0,2.0,0.0,7.0,9.0,53
EV,PHX,,,,,,,,0.0,,,,0
F9,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F9,DEN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
F9,DFW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
F9,IAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F9,LAS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
F9,LAX,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
F9,MSP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
F9,ORD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4
F9,PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
F9,SFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HA,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0
HA,LAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HA,PHX,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0
HA,SFO,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0
MQ,ATL,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,,5
MQ,DFW,8.0,25.0,15.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,2.0,62
MQ,IAH,,,,,,,,,,,0.0,0
MQ,LAX,,,0.0,,,0.0,0.0,,,,,0
MQ,MSP,0.0,0.0,,,0.0,,,,,,,0
MQ,ORD,16.0,16.0,7.0,4.0,5.0,9.0,3.0,6.0,4.0,6.0,9.0,85
NK,ATL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NK,DEN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NK,DFW,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
NK,IAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NK,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
NK,LAX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NK,MSP,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3
NK,ORD,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,10
NK,PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2
OO,ATL,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3
OO,DEN,3.0,8.0,1.0,3.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,25
OO,DFW,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
OO,IAH,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,10
OO,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OO,LAX,1.0,0.0,1.0,4.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,15
OO,MSP,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4
OO,ORD,4.0,4.0,6.0,1.0,2.0,6.0,4.0,3.0,0.0,6.0,5.0,41
OO,PHX,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,9
OO,SFO,5.0,7.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,12.0,33
UA,ATL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
UA,DEN,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,9
UA,DFW,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UA,IAH,1.0,4.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,3.0,23
UA,LAS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
UA,LAX,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,6
UA,MSP,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2
UA,ORD,3.0,6.0,0.0,2.0,0.0,5.0,1.0,2.0,2.0,1.0,3.0,25
UA,PHX,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3
UA,SFO,4.0,2.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,19
US,ATL,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0
US,DEN,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0
US,DFW,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,2
US,IAH,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,2
US,LAS,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,1
US,LAX,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0
US,MSP,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0
US,ORD,0.0,2.0,3.0,0.0,1.0,0.0,,,,,,6
US,PHX,2.0,3.0,1.0,1.0,0.0,0.0,,,,,,7
US,SFO,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,3
VX,LAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VX,LAX,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
VX,ORD,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
VX,SFO,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3
WN,ATL,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9
WN,DEN,0.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,13
WN,LAS,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,7
WN,LAX,3.0,2.0,3.0,2.0,1.0,0.0,9.0,4.0,3.0,3.0,2.0,32
WN,MSP,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
WN,PHX,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6
WN,SFO,4.0,5.0,0.0,2.0,2.0,6.0,0.0,2.0,2.0,2.0,0.0,25
All,,104.0,195.0,94.0,58.0,81.0,100.0,56.0,44.0,17.0,51.0,81.0,881
